date,artist,track title,album title,reason_start,reason_end,skipped,seconds played
2023-02-27,Landon Austin,Stop and Stare - Acoustic Version,Stop and Stare,trackdone,logout,False,52.0
2023-02-27,Landon Austin,Stop and Stare - Acoustic Version,Stop and Stare,appload,endplay,True,14.0
2023-02-27,The Band CAMINO,Told You So,Told You So,clickrow,endplay,True,168.0
2023-02-27,Knox,Hate My Guts,How To Lose A Girl in 7 Songs,clickrow,trackdone,False,149.0
2023-02-27,Knox,Time Machine,How To Lose A Girl in 7 Songs,trackdone,fwdbtn,True,0.0
2023-02-27,Knox,Sneakers,How To Lose A Girl in 7 Songs,fwdbtn,fwdbtn,True,141.0
2023-02-27,Knox,I Don’t Wanna Know,How To Lose A Girl in 7 Songs,fwdbtn,fwdbtn,True,2.0
2023-02-27,Knox,Porch Lights,How To Lose A Girl in 7 Songs,fwdbtn,fwdbtn,True,2.0
2023-02-27,Knox,Dumpster Fire,How To Lose A Girl in 7 Songs,fwdbtn,fwdbtn,True,2.0
2023-02-27,Knox,NYC,How To Lose A Girl in 7 Songs,fwdbtn,fwdbtn,True,131.0
2023-02-27,Knox,Hate My Guts,How To Lose A Girl in 7 Songs,fwdbtn,fwdbtn,True,2.0
2023-02-27,Knox,Time Machine,How To Lose A Girl in 7 Songs,fwdbtn,endplay,True,12.0
2023-02-27,Landon Austin,Stop and Stare - Acoustic Version,Stop and Stare,clickrow,trackdone,False,209.0
2023-02-27,Landon Austin,Stop and Stare - Acoustic Version,Stop and Stare,trackdone,trackdone,False,209.0
2023-02-27,Landon Austin,Stop and Stare - Acoustic Version,Stop and Stare,trackdone,trackdone,False,209.0
2023-02-27,Landon Austin,Stop and Stare - Acoustic Version,Stop and Stare,trackdone,endplay,True,73.0
2023-02-27,Gryffin,Lose Your Love (with Matt Maeson),Alive,clickrow,fwdbtn,True,90.0
2023-02-27,Hoang,Hold On Tight,Hold On Tight,fwdbtn,fwdbtn,True,33.0
2023-02-27,Man Cub,Wrong To Let You Go,Impressions,fwdbtn,fwdbtn,True,9.0
2023-02-27,Gamma Skies,Be Mine,Better,fwdbtn,fwdbtn,True,2.0
2023-02-27,Noah Kahan,Godlight,Godlight,fwdbtn,fwdbtn,True,1.0
2023-02-27,Hoang,Run Back to You,Run Back to You,fwdbtn,fwdbtn,True,2.0
2023-02-27,Vicetone,Waiting,Waiting,fwdbtn,fwdbtn,True,2.0
2023-02-27,Clinton Kane,AVO TOAST,AVO TOAST,fwdbtn,fwdbtn,True,5.0
2023-02-27,Said The Sky,Superstar,Wide-Eyed,fwdbtn,fwdbtn,True,1.0
2023-02-27,3LAU,Touch,Ultraviolet,fwdbtn,fwdbtn,True,1.0
2023-02-27,Attom,Oasis,Oasis,fwdbtn,fwdbtn,True,1.0
2023-02-27,Picture This,This Morning,This Morning,fwdbtn,fwdbtn,True,1.0
2023-02-27,Hazlett,Hesitate,Bloom Mountain,fwdbtn,fwdbtn,True,3.0
2023-02-27,Rangga Jones,Favourite Things,Favourite Things,fwdbtn,fwdbtn,True,1.0
2023-02-27,Jolé,Alpine Green,Alpine Green,fwdbtn,backbtn,True,1.0
2023-02-27,Rangga Jones,Favourite Things,Favourite Things,backbtn,fwdbtn,True,13.0
2023-02-27,Jolé,Alpine Green,Alpine Green,fwdbtn,fwdbtn,True,8.0
2023-02-27,Desmond Cheese,Morning Glory,Sunrise and Set,fwdbtn,fwdbtn,True,2.0
2023-02-27,imagiro,River Day,Places I Remember,fwdbtn,fwdbtn,True,1.0
2023-02-27,Edwin Raphael,Elephant Crossing,Will You Think of Me Later?,fwdbtn,fwdbtn,True,1.0
2023-02-27,brakence,intellectual greed,hypochondriac,fwdbtn,fwdbtn,True,7.0
2023-02-27,Logan Mize,Grew Apart,Still That Kid,fwdbtn,fwdbtn,True,2.0
2023-02-27,Chase Rice,Eyes On You,Lambs & Lions,fwdbtn,fwdbtn,True,29.0
2023-02-27,Shallou,Magical Thinking - New Dawn Edit,Magical Thinking,fwdbtn,fwdbtn,True,2.0
2023-02-27,Josiah and the Bonnevilles,Ghost,2022,fwdbtn,fwdbtn,True,2.0
2023-02-27,Whitney Hanson,home,home,fwdbtn,fwdbtn,True,2.0
2023-02-27,Hayden Calnin,Warm with You,Warm With You,fwdbtn,fwdbtn,True,4.0
2023-02-27,The Native,Halfway House,Fall Down - EP,fwdbtn,fwdbtn,True,2.0
2023-02-27,Wilfred,blue jean overalls,blue jean overalls,fwdbtn,fwdbtn,True,2.0
2023-02-27,Josh Cumbee,malefunctioning - Bishu Remix,TRUSTFALL,fwdbtn,fwdbtn,True,2.0
2023-02-27,Shallou,Us,Us,fwdbtn,fwdbtn,True,4.0
2023-02-27,Hoang,Hard Part's Over,Hard Part's Over,fwdbtn,fwdbtn,True,2.0
2023-02-27,Clinton Kane,I WISH I COULD HATE YOU FOR BREAKING ME AND CALLING IT LOVE,MAYBE SOMEDAY IT'LL ALL BE OK,fwdbtn,fwdbtn,True,2.0
2023-02-27,Corey Kent,Highways,'21,fwdbtn,fwdbtn,True,1.0
2023-02-27,Matt Schuster,Vienna,Vienna,fwdbtn,fwdbtn,True,2.0
2023-02-27,Dustin Lynch,Stars Like Confetti,Blue In The Sky,fwdbtn,endplay,True,8.0
2023-02-27,LANY,get away - live from The Forum,live from The Forum,clickrow,trackdone,False,237.0
2023-02-27,LANY,Thick And Thin - live from The Forum,live from The Forum,trackdone,endplay,True,30.0
2023-02-28,The Band CAMINO,Told You So,Told You So,clickrow,trackdone,False,171.0
2023-02-28,The Band CAMINO,Told You So,Told You So,trackdone,fwdbtn,True,160.0
2023-02-28,The Band CAMINO,Told You So,Told You So,fwdbtn,endplay,True,22.0
2023-02-28,ILLENIUM,Luv Me a Little - BONNIE X CLYDE Remix,Luv Me A Little,clickrow,trackdone,False,193.0
2023-02-28,Alok,Work With My Love - Club Mix,Work With My Love,trackdone,endplay,True,8.0
2023-02-28,BANNERS,Tell You I Love You,Tell You I Love You,clickrow,endplay,True,8.0
2023-02-28,ARMNHMR,Drowning,Drowning,clickrow,endplay,True,6.0
2023-02-28,The Kid LAROI,I GUESS IT'S LOVE?,I GUESS IT'S LOVE?,clickrow,endplay,True,3.0
2023-02-28,Figure,Flesh Rot,Flesh Rot,clickrow,endplay,True,7.0
2023-02-28,Seven Lions,Brightest Light (feat. Dotter),Beyond The Veil (Deluxe),clickrow,endplay,True,2.0
2023-02-28,Alok,Work With My Love - Club Mix,Work With My Love,clickrow,endplay,True,1.0
2023-02-28,Alonestar,All Falls Down - Nanobytes Mix,All Falls Down,clickrow,endplay,True,114.0
2023-02-28,ILLENIUM,Luv Me a Little - Davide Rossi Strings Version,Luv Me A Little,clickrow,endplay,True,1.0
2023-02-28,ILLENIUM,Luv Me a Little - A7S DnB Remix,Luv Me A Little,clickrow,endplay,True,1.0
2023-02-28,ILLENIUM,Luv Me a Little,Luv Me A Little,clickrow,endplay,True,185.0
2023-02-28,Marshmello,Silence - Illenium Remix,Silence,playbtn,trackdone,False,205.0
2023-02-28,ILLENIUM,Paper Thin - Headhunterz Remix,Paper Thin,trackdone,trackdone,False,245.0
2023-02-28,ILLENIUM,All That Really Matters,All That Really Matters,trackdone,fwdbtn,True,213.0
2023-02-28,ILLENIUM,In My Mind,Fallen Embers,fwdbtn,fwdbtn,True,4.0
2023-02-28,ILLENIUM,Lay It Down,Fallen Embers,fwdbtn,fwdbtn,True,1.0
2023-02-28,ILLENIUM,Sad Songs (with Said The Sky & Annika Wells),ASCEND,fwdbtn,backbtn,True,1.0
2023-02-28,ILLENIUM,Lay It Down,Fallen Embers,backbtn,fwdbtn,True,2.0
2023-02-28,ILLENIUM,Sad Songs (with Said The Sky & Annika Wells),ASCEND,fwdbtn,trackdone,False,210.0
2023-02-28,ILLENIUM,U & Me,Fallen Embers,trackdone,fwdbtn,True,0.0
2023-02-28,ILLENIUM,Blame Myself,Fallen Embers,fwdbtn,fwdbtn,True,1.0
2023-02-28,Gryffin,Feel Good (with Daya),Feel Good (with Daya),fwdbtn,fwdbtn,True,15.0
2023-02-28,Flume,Say It (feat. Tove Lo) [Illenium Remix],Skin: The Remixes,fwdbtn,fwdbtn,True,4.0
2023-02-28,ILLENIUM,With You,Ashes,fwdbtn,fwdbtn,True,1.0
2023-02-28,ILLENIUM,Feel Something (With I Prevail),Feel Something (With I Prevail),fwdbtn,fwdbtn,True,1.0
2023-02-28,Seven Lions,Rush Over Me,Rush Over Me,fwdbtn,fwdbtn,True,1.0
2023-02-28,ILLENIUM,Fortress,Ashes,fwdbtn,fwdbtn,True,1.0
2023-02-28,ILLENIUM,Heavenly Side,Heavenly Side,fwdbtn,fwdbtn,True,1.0
2023-02-28,ILLENIUM,Worst Day,Worst Day,fwdbtn,fwdbtn,True,1.0
2023-02-28,ILLENIUM,Broken Ones (with Anna Clendening),ASCEND,fwdbtn,fwdbtn,True,2.0
2023-02-28,ILLENIUM,Nightlight,Nightlight,fwdbtn,fwdbtn,True,1.0
2023-02-28,The Chainsmokers,Takeaway,World War Joy,fwdbtn,fwdbtn,True,1.0
2023-02-28,ILLENIUM,Beautiful Creatures (feat. MAX),Awake,fwdbtn,fwdbtn,True,2.0
2023-02-28,ILLENIUM,Hurts Like This,Fallen Embers,fwdbtn,backbtn,True,0.0
2023-02-28,ILLENIUM,Beautiful Creatures (feat. MAX),Awake,backbtn,fwdbtn,True,134.0
2023-02-28,ILLENIUM,Hurts Like This,Fallen Embers,fwdbtn,fwdbtn,True,3.0
2023-02-28,Excision,Gold (Stupid Love),Gold (Stupid Love),fwdbtn,fwdbtn,True,1.0
2023-02-28,ILLENIUM,Crawl Outta Love,Awake,fwdbtn,fwdbtn,True,1.0
2023-02-28,ILLENIUM,Wouldn’t Change A Thing,Wouldn’t Change A Thing,fwdbtn,fwdbtn,True,3.0
2023-02-28,ILLENIUM,Luv Me a Little,Luv Me A Little,fwdbtn,fwdbtn,True,1.0
2023-02-28,ILLENIUM,Shivering,Shivering,fwdbtn,fwdbtn,True,3.0
2023-02-28,ILLENIUM,Hearts on Fire,Hearts on Fire,fwdbtn,fwdbtn,True,1.0
2023-02-28,Taylor Swift,Anti-Hero - ILLENIUM Remix,Anti-Hero,fwdbtn,fwdbtn,True,1.0
2023-02-28,ILLENIUM,Sideways,Sideways,fwdbtn,endplay,True,63.0
2023-02-28,The Band CAMINO,Told You So,Told You So,clickrow,trackdone,False,171.0
2023-02-28,The Band CAMINO,Told You So,Told You So,trackdone,trackdone,False,171.0
2023-02-28,The Band CAMINO,Told You So,Told You So,trackdone,trackdone,False,171.0
2023-02-28,The Band CAMINO,Told You So,Told You So,trackdone,fwdbtn,True,63.0
2023-02-28,The Band CAMINO,Told You So,Told You So,fwdbtn,endplay,True,5.0
2023-02-28,Knox,Hate My Guts,How To Lose A Girl in 7 Songs,clickrow,trackdone,False,256.0
2023-02-28,Knox,Time Machine,How To Lose A Girl in 7 Songs,trackdone,trackdone,False,168.0
2023-02-28,Knox,Sneakers,How To Lose A Girl in 7 Songs,trackdone,fwdbtn,True,50.0
2023-02-28,Knox,I Don’t Wanna Know,How To Lose A Girl in 7 Songs,fwdbtn,fwdbtn,True,4.0
2023-02-28,Knox,Porch Lights,How To Lose A Girl in 7 Songs,fwdbtn,fwdbtn,True,198.0
2023-02-28,Knox,Dumpster Fire,How To Lose A Girl in 7 Songs,fwdbtn,fwdbtn,True,2.0
2023-02-28,Knox,NYC,How To Lose A Girl in 7 Songs,fwdbtn,trackdone,False,205.0
2023-02-28,Knox,Hate My Guts,How To Lose A Girl in 7 Songs,trackdone,trackdone,False,198.0
2023-02-28,Knox,Time Machine,How To Lose A Girl in 7 Songs,trackdone,fwdbtn,True,103.0
2023-02-28,Knox,Sneakers,How To Lose A Girl in 7 Songs,fwdbtn,logout,False,14.0
2023-02-28,Knox,Sneakers,How To Lose A Girl in 7 Songs,appload,trackdone,False,170.0
2023-02-28,Knox,I Don’t Wanna Know,How To Lose A Girl in 7 Songs,trackdone,endplay,True,107.0
2023-02-28,Caamp,Vagabond,Caamp,clickrow,endplay,True,0.0
2023-02-28,Caamp,All the Debts I Owe,Caamp,clickrow,endplay,True,260.0
2023-02-28,The Band CAMINO,Daphne Blue,tryhard,clickrow,trackdone,False,183.0
2023-02-28,The Band CAMINO,Honest,tryhard,trackdone,endplay,True,10.0
2023-02-28,The Band CAMINO,Song About You,The Band CAMINO,clickrow,endplay,True,149.0
2023-02-28,The Band CAMINO,Sorry Mom,The Band CAMINO,clickrow,endplay,True,52.0
2023-02-28,The Band CAMINO,Roses,The Band CAMINO,clickrow,trackdone,False,182.0
2023-02-28,The Band CAMINO,I Think I Like You,The Band CAMINO,trackdone,endplay,True,8.0
2023-02-28,OneRepublic,I Ain't Worried,I Ain’t Worried,playbtn,fwdbtn,True,1.0
2023-02-28,OneRepublic,Counting Stars,Native,fwdbtn,fwdbtn,True,1.0
2023-02-28,OneRepublic,Sunshine,Sunshine,fwdbtn,fwdbtn,True,1.0
2023-02-28,OneRepublic,Run,Human,fwdbtn,fwdbtn,True,1.0
2023-02-28,OneRepublic,Apologize,Dreaming Out Loud,fwdbtn,fwdbtn,True,0.0
2023-02-28,OneRepublic,Secrets,Waking Up,fwdbtn,fwdbtn,True,0.0
2023-02-28,Kygo,Lose Somebody,Golden Hour,fwdbtn,fwdbtn,True,0.0
2023-02-28,OneRepublic,I Lived,Native,fwdbtn,fwdbtn,True,0.0
2023-02-28,OneRepublic,Someday,Human,fwdbtn,fwdbtn,True,0.0
2023-02-28,OneRepublic,Rescue Me,Human,fwdbtn,fwdbtn,True,0.0
2023-02-28,OneRepublic,West Coast,West Coast,fwdbtn,fwdbtn,True,0.0
2023-02-28,Timbaland,Apologize,Dreaming Out Loud,fwdbtn,fwdbtn,True,0.0
2023-02-28,Gryffin,You Were Loved (with OneRepublic),You Were Loved (with OneRepublic),fwdbtn,fwdbtn,True,0.0
2023-02-28,OneRepublic,Run,Run,fwdbtn,fwdbtn,True,0.0
2023-02-28,OneRepublic,Good Life,Waking Up,fwdbtn,fwdbtn,True,0.0
2023-02-28,OneRepublic,Love Runs Out,Native,fwdbtn,endplay,True,7.0
2023-02-28,OneRepublic,Feel Again,Native,clickrow,endplay,True,1.0
2023-02-28,OneRepublic,What You Wanted,Native,clickrow,endplay,True,1.0
2023-02-28,OneRepublic,Burning Bridges,Native,clickrow,endplay,True,231.0
2023-02-28,The Lumineers,Cleopatra,Cleopatra,clickrow,endplay,True,3.0
2023-02-28,The Lumineers,Sleep On The Floor,Cleopatra,clickrow,endplay,True,1.0
2023-02-28,The Lumineers,Stubborn Love,The Lumineers,clickrow,endplay,True,17.0
2023-02-28,Noah Kahan,Mess,Busyhead,clickrow,trackdone,False,213.0
2023-02-28,Noah Kahan,Hurt Somebody,Busyhead,trackdone,endplay,True,4.0
2023-02-28,Noah Kahan,Young Blood,Busyhead,clickrow,logout,False,78.0
2023-02-28,Panic! At The Disco,Trade Mistakes,Vices & Virtues,clickrow,endplay,True,117.0
2023-02-28,OneRepublic,Stop And Stare,Dreaming Out Loud,clickrow,trackdone,False,224.0
2023-02-28,OneRepublic,Stop And Stare,Dreaming Out Loud,trackdone,trackdone,False,224.0
2023-02-28,OneRepublic,Stop And Stare,Dreaming Out Loud,trackdone,trackdone,False,224.0
2023-02-28,OneRepublic,Stop And Stare,Dreaming Out Loud,trackdone,trackdone,False,224.0
2023-02-28,OneRepublic,Stop And Stare,Dreaming Out Loud,trackdone,endplay,True,15.0
2023-02-28,Caamp,All the Debts I Owe,Caamp,clickrow,trackdone,False,193.0
2023-02-28,Caamp,26,26,trackdone,endplay,True,144.0
2023-02-28,Nightly,this time last year,this time last year,clickrow,trackdone,False,168.0
2023-02-28,Nightly,this time last year,this time last year,trackdone,backbtn,True,0.0
2023-02-28,Nightly,this time last year,this time last year,backbtn,trackdone,False,392.0
2023-02-28,Nightly,this time last year,this time last year,trackdone,endplay,True,159.0
2023-02-28,Nightly,Say Anything Else,Talk You Down,clickrow,endplay,True,81.0
2023-02-28,Nightly,this time last year,this time last year,clickrow,trackdone,False,168.0
2023-02-28,Nightly,this time last year,this time last year,trackdone,trackdone,False,168.0
2023-02-28,Nightly,this time last year,this time last year,trackdone,trackdone,False,168.0
2023-02-28,Nightly,this time last year,this time last year,trackdone,trackdone,False,168.0
2023-02-28,Nightly,this time last year,this time last year,trackdone,trackdone,False,168.0
2023-02-28,Nightly,this time last year,this time last year,trackdone,logout,False,106.0
2023-02-28,Nightly,this time last year,this time last year,clickrow,endplay,True,59.0
2023-02-28,Nightly,this time last year,this time last year,clickrow,trackdone,False,168.0
2023-02-28,Nightly,this time last year,this time last year,trackdone,trackdone,False,168.0
2023-02-28,Nightly,this time last year,this time last year,trackdone,trackdone,False,168.0
2023-02-28,Nightly,this time last year,this time last year,trackdone,trackdone,False,168.0
2023-02-28,Nightly,this time last year,this time last year,trackdone,endplay,True,8.0
2023-02-28,Knox,Hate My Guts,How To Lose A Girl in 7 Songs,clickrow,trackdone,False,149.0
2023-02-28,Knox,Time Machine,How To Lose A Girl in 7 Songs,trackdone,logout,False,67.0
2023-02-28,Nightly,this time last year,this time last year,clickrow,trackdone,False,168.0
2023-02-28,Nightly,this time last year,this time last year,trackdone,trackdone,False,176.0
2023-02-28,Nightly,this time last year,this time last year,trackdone,trackdone,False,168.0
2023-02-28,Nightly,this time last year,this time last year,trackdone,trackdone,False,168.0
2023-02-28,Nightly,this time last year,this time last year,trackdone,trackdone,False,168.0
2023-02-28,Nightly,this time last year,this time last year,trackdone,trackdone,False,168.0
2023-02-28,Nightly,this time last year,this time last year,trackdone,trackdone,False,168.0
2023-02-28,Nightly,this time last year,this time last year,trackdone,trackdone,False,168.0
2023-02-28,Nightly,this time last year,this time last year,trackdone,endplay,True,7.0
2023-02-28,The Band CAMINO,Told You So,Told You So,clickrow,endplay,True,90.0
2023-02-28,Caamp,All the Debts I Owe,Caamp,clickrow,fwdbtn,True,190.0
2023-02-28,Caamp,26,26,fwdbtn,endplay,True,122.0
2023-02-28,LANY,dna [demo],up to me / dna [demo],clickrow,trackdone,False,156.0
2023-02-28,LANY,dna [demo],up to me / dna [demo],trackdone,endplay,True,7.0
2023-02-28,LANY,dna,gg bb xx,clickrow,trackdone,False,177.0
2023-02-28,LANY,dna,gg bb xx,trackdone,logout,False,9.0
2023-02-28,Caamp,Vagabond,Caamp,playbtn,trackdone,False,129.0
2023-02-28,Caamp,By and By,By and By,trackdone,fwdbtn,True,275.0
2023-02-28,Caamp,All the Debts I Owe,Caamp,fwdbtn,trackdone,False,193.0
2023-02-28,Caamp,26,26,trackdone,fwdbtn,True,0.0
2023-02-28,Caamp,The Otter,Lavender Days,fwdbtn,fwdbtn,True,1.0
2023-02-28,Caamp,Believe,Lavender Days,fwdbtn,fwdbtn,True,1.0
2023-02-28,Caamp,Lavender Girl,Lavender Days,fwdbtn,fwdbtn,True,1.0
2023-02-28,Caamp,Strawberries,Boys (Side B),fwdbtn,fwdbtn,True,9.0
2023-02-28,Caamp,Apple Tree Blues,Lavender Days,fwdbtn,fwdbtn,True,1.0
2023-02-28,Caamp,See the World,Caamp,fwdbtn,fwdbtn,True,136.0
2023-02-28,Caamp,Square One,Square One,fwdbtn,fwdbtn,True,2.0
2023-02-28,Caamp,No Sleep,By and By,fwdbtn,fwdbtn,True,3.0
2023-02-28,Caamp,Misty,Misty,fwdbtn,fwdbtn,True,124.0
2023-02-28,Caamp,Great Heights,Caamp,fwdbtn,logout,False,3.0
2023-02-28,Caamp,Common Man,Common Man,playbtn,trackdone,False,133.0
2023-02-28,Caamp,Books,Books,trackdone,fwdbtn,True,23.0
2023-02-28,Caamp,Officer of Love,Officer of Love,fwdbtn,fwdbtn,True,3.0
2023-02-28,Caamp,Misty,Misty,fwdbtn,trackdone,False,224.0
2023-02-28,Caamp,No Sleep,By and By,trackdone,fwdbtn,True,30.0
2023-02-28,Caamp,Autumn Leaves,Boys (Side A),fwdbtn,fwdbtn,True,3.0
2023-02-28,Caamp,Send the Fisherman,Boys (Side B),fwdbtn,fwdbtn,True,2.0
2023-02-28,Caamp,"Penny, Heads Up",By and By,fwdbtn,trackdone,False,207.0
2023-02-28,Caamp,Just Wonderin,Boys (Side B),trackdone,trackdone,False,198.0
2023-02-28,Caamp,Peach Fuzz,By and By,trackdone,trackdone,False,224.0
2023-02-28,Caamp,Snowshoes,Lavender Days,trackdone,fwdbtn,True,93.0
2023-02-28,Caamp,Going to the Country,Boys (Side A),fwdbtn,fwdbtn,True,8.0
2023-02-28,Caamp,"Fall, Fall, Fall","Fall, Fall, Fall",fwdbtn,fwdbtn,True,3.0
2023-02-28,Caamp,Lavender Girl,Lavender Days,fwdbtn,fwdbtn,True,5.0
2023-02-28,Caamp,Great Heights,Caamp,fwdbtn,fwdbtn,True,2.0
2023-02-28,Caamp,"So Long, Honey",Caamp,fwdbtn,fwdbtn,True,5.0
2023-02-28,Caamp,Vagabond,Caamp,fwdbtn,fwdbtn,True,5.0
2023-02-28,Caamp,Keep the Blues Away,By and By,fwdbtn,fwdbtn,True,9.0
