date,artist,track title,album title,reason_start,reason_end,skipped,seconds played
2024-08-11,Wild Rivers,Left Off,Songs to Break Up To,trackdone,fwdbtn,True,49.0
2024-08-11,Goth Babe,Running Around,Running Around,fwdbtn,logout,False,193.0
2024-08-11,Goth Babe,Colours,Smith Rock,playbtn,endplay,True,6.0
2024-08-11,Husbands,She's a Betty,After the Gold Rush Party,playbtn,trackdone,False,119.0
2024-08-11,Royel Otis,Oysters In My Pocket,Oysters In My Pocket,trackdone,trackdone,False,162.0
2024-08-11,Surfaces,I Can't Help But Feel,Hidden Youth,trackdone,trackdone,False,179.0
2024-08-11,Current Blue,Los Santos,Los Santos,trackdone,trackdone,False,138.0
2024-08-11,Ashes To Amber,IRIS,Voodoo Blu,trackdone,trackdone,False,152.0
2024-08-11,Big Wild,6's to 9's - Day Wave Remix,6’s to 9’s (Day Wave Remix),trackdone,trackdone,False,165.0
2024-08-11,Goth Babe,Encinitas,Encinitas,trackdone,trackdone,False,172.0
2024-08-11,Mt. Joy,Roly Poly,Orange Blood,trackdone,trackdone,False,157.0
2024-08-11,COIN,Chapstick,Uncanny Valley,trackdone,trackdone,False,193.0
2024-08-11,Goth Babe,Blue Skies,Protect Our Winters,trackdone,trackdone,False,235.0
2024-08-11,Goth Babe,Imaginationcy,Imaginationcy,trackdone,trackdone,False,209.0
2024-08-11,Current Blue,fever dream,fever dream,trackdone,trackdone,False,116.0
2024-08-11,Tim Atlas,Courtside,Courtside,trackdone,trackdone,False,146.0
2024-08-11,CASTLEBEAT,Looking For Something,Half Life,trackdone,trackdone,False,190.0
2024-08-11,Husbands,Mexico,After the Gold Rush Party,trackdone,trackdone,False,213.0
2024-08-11,Goth Babe,Canary Islands,Canary Islands,trackdone,trackdone,False,205.0
2024-08-11,Goth Babe,Alone in the Mountains,Lola,trackdone,trackdone,False,197.0
2024-08-11,Current Blue,drive,drive,trackdone,trackdone,False,102.0
2024-08-11,Husbands,Neuromancer,KARLSTAD EP (Deluxe),trackdone,unexpected-exit-while-paused,False,162.0
2024-08-11,Husbands,Neuromancer,KARLSTAD EP (Deluxe),appload,trackdone,False,13.0
2024-08-11,Ethan Tasch,Holdup,Got Him!,trackdone,trackdone,False,155.0
2024-08-11,Tim Atlas,Unwind,All Talk!,trackdone,trackdone,False,201.0
2024-08-11,Yumi Zouma,Depths (Pt. I),Willowbank,trackdone,trackdone,False,170.0
2024-08-11,Goth Babe,Taking Over The Sun,Taking Over The Sun,trackdone,trackdone,False,229.0
2024-08-11,Ethan Tasch,Shell,Got Him!,trackdone,trackdone,False,140.0
2024-08-11,Yumi Zouma,In Camera,EP III,trackdone,trackdone,False,204.0
2024-08-11,Husbands,No One's Dreaming,010,trackdone,trackdone,False,122.0
2024-08-11,MOTO BANDIT,DAYLIGHT DOOM,DAYLIGHT DOOM,trackdone,trackdone,False,175.0
2024-08-11,Mt. Joy,My Vibe,Rearrange Us,trackdone,fwdbtn,True,123.0
2024-08-11,Husbands,Garth ST - Spencer Thomson remix,Garth ST,fwdbtn,trackdone,False,186.0
2024-08-11,slenderbodies,gray,sotto voce,trackdone,trackdone,False,183.0
2024-08-11,Goth Babe,Underwater,Mt. Hood,trackdone,trackdone,False,155.0
2024-08-11,Daily J,Lost In Time (feat. Boo Seeka),Lost In Time (feat. Boo Seeka),trackdone,trackdone,False,191.0
2024-08-11,Wilderado,Take Some Time,Wilderado,trackdone,trackdone,False,211.0
2024-08-11,STRFKR,Open Your Eyes,"Being No One, Going Nowhere",trackdone,trackdone,False,233.0
2024-08-11,MOTO BANDIT,LOVE FANG,LOVE FANG,trackdone,trackdone,False,153.0
2024-08-11,RICEWINE,Summer Spent,Summer Spent / Tried Living,trackdone,trackdone,False,136.0
2024-08-11,CASTLEBEAT,Have It All,Half Life,trackdone,trackdone,False,121.0
2024-08-11,Goth Babe,Colours,Smith Rock,trackdone,trackdone,False,183.0
2024-08-11,Ashes To Amber,SAND PEOPLE,SAND PEOPLE,trackdone,trackdone,False,187.0
2024-08-11,Ashes To Amber,Outskirts Of Infinity,Outskirts Of Infinity,trackdone,trackdone,False,188.0
2024-08-11,Richy Mitch & The Coal Miners,WET SOCKS,Subliming,trackdone,trackdone,False,147.0
2024-08-11,Goth Babe,Moments / Tides,Moments / Tides,trackdone,trackdone,False,204.0
2024-08-11,Husbands,Vangelis,CUATRO,trackdone,trackdone,False,159.0
2024-08-11,Koastle,Stay Close,Stay Close,trackdone,trackdone,False,162.0
2024-08-11,Bennett Coast,Sunsick,Sunsick,trackdone,trackdone,False,145.0
2024-08-11,Husbands,Try Not to Worry,Wayne John (Demos and Outtakes: 2015 - 2019),trackdone,trackdone,False,184.0
2024-08-11,Goth Babe,I Wanna Help Your Mind,I Wanna Help Your Mind,trackdone,trackdone,False,172.0
2024-08-11,Husbands,3AM,After the Gold Rush Party,trackdone,trackdone,False,198.0
2024-08-11,The Lagoons,Falling,Falling,trackdone,trackdone,False,186.0
2024-08-12,Mt. Joy,Sheep,Mt. Joy,trackdone,logout,False,178.0
2024-08-12,Shaboozey,A Bar Song (Tipsy),"Where I've Been, Isn't Where I'm Going",playbtn,fwdbtn,True,9.0
2024-08-12,Post Malone,I Had Some Help (Feat. Morgan Wallen),I Had Some Help,fwdbtn,fwdbtn,True,70.0
2024-08-12,Wild Rivers,Cave,Never Better,fwdbtn,fwdbtn,True,5.0
2024-08-12,Justin Timberlake,Paradise (feat. *NSYNC),Everything I Thought It Was,fwdbtn,fwdbtn,True,3.0
2024-08-12,Wild Rivers,Don't,Don't,fwdbtn,fwdbtn,True,2.0
2024-08-12,Vacation Manor,If Only for Tonight,Vacation Manor,fwdbtn,fwdbtn,True,2.0
2024-08-12,Devin Kennedy,Eventually,In My Imagination,fwdbtn,fwdbtn,True,2.0
2024-08-12,Noah Kahan,Animal,I Was / I Am,fwdbtn,fwdbtn,True,1.0
2024-08-12,Landon Conrath,lowercase,lowercase,fwdbtn,fwdbtn,True,2.0
2024-08-12,Pink Sweat$,Moments,Moments,fwdbtn,fwdbtn,True,6.0
2024-08-12,Surfaces,Thankful,Thankful,fwdbtn,fwdbtn,True,3.0
2024-08-12,Rachel Grae,How to Be Alone,How to Be Alone,fwdbtn,fwdbtn,True,3.0
2024-08-12,Taylor Swift,Down Bad,THE TORTURED POETS DEPARTMENT,fwdbtn,fwdbtn,True,2.0
2024-08-12,Chappell Roan,"Good Luck, Babe!","Good Luck, Babe!",fwdbtn,fwdbtn,True,2.0
2024-08-12,Glass Animals,Creatures in Heaven,I Love You So F***ing Much,fwdbtn,fwdbtn,True,2.0
2024-08-12,Sabrina Carpenter,Espresso,Espresso,fwdbtn,fwdbtn,True,2.0
2024-08-12,Billy Joel,We Didn't Start the Fire,Storm Front,fwdbtn,fwdbtn,True,1.0
2024-08-12,COIN,Chapstick,Uncanny Valley,fwdbtn,fwdbtn,True,2.0
2024-08-12,The Lumineers,Flowers In Your Hair,The Lumineers,fwdbtn,fwdbtn,True,2.0
2024-08-12,Del Water Gap,Ode to a Conversation Stuck in Your Throat,Del Water Gap,fwdbtn,fwdbtn,True,2.0
2024-08-12,The Catalina,La Vie en Rose,La Vie en Rose,fwdbtn,fwdbtn,True,101.0
2024-08-12,The Band CAMINO,Someone Who’s Trying,Bruises,fwdbtn,fwdbtn,True,70.0
2024-08-12,ZAYN,Stardust,ROOM UNDER THE STAIRS,fwdbtn,fwdbtn,True,2.0
2024-08-12,Gracie Abrams,Felt Good About You,The Secret of Us,fwdbtn,fwdbtn,True,2.0
2024-08-12,Mark Ambor,Sky is the Limit,Hello World,fwdbtn,fwdbtn,True,3.0
2024-08-12,LANY,dna,gg bb xx,fwdbtn,fwdbtn,True,2.0
2024-08-12,Fly By Midnight,In The Night,Fictional Illustrations,fwdbtn,fwdbtn,True,2.0
2024-08-12,Lauv,Talking To Myself - demo,Talking To Myself,fwdbtn,fwdbtn,True,5.0
2024-08-12,The Band CAMINO,Bruises,Bruises,fwdbtn,fwdbtn,True,2.0
2024-08-12,Braden Bales,EVERYTHING IS QUIET,EVERYTHING IS QUIET,fwdbtn,fwdbtn,True,47.0
2024-08-12,Juice,Hard to Feel (Love Sometimes),Hard to Feel (Love Sometimes),fwdbtn,fwdbtn,True,1.0
2024-08-12,Tauren Wells,Highs Get Low,Highs Get Low,fwdbtn,fwdbtn,True,6.0
2024-08-12,Lauv,Potential,Potential,fwdbtn,fwdbtn,True,27.0
2024-08-12,The 1975,Oh Caroline,Being Funny In A Foreign Language,fwdbtn,fwdbtn,True,1.0
2024-08-12,Blake Rose,How Do We Stay In Love?,How Do We Stay In Love?,fwdbtn,fwdbtn,True,3.0
2024-08-12,LANY,Out Of My League,a beautiful blur,fwdbtn,fwdbtn,True,3.0
2024-08-12,Myles Smith,Stargazing,Stargazing,fwdbtn,fwdbtn,True,3.0
2024-08-12,Post Malone,Chemical,Chemical,fwdbtn,fwdbtn,True,4.0
2024-08-12,Landon Conrath,Papercuts,Papercuts,fwdbtn,fwdbtn,True,2.0
2024-08-12,Quinn XCII,Pasadena,Pasadena,fwdbtn,fwdbtn,True,35.0
2024-08-12,Knox,"Me, Myself & Your Eyes","Me, Myself & Your Eyes",fwdbtn,trackdone,False,163.0
2024-08-12,August Moon,Dance Before We Walk (From “The Idea of You”),The Idea of You (Original Motion Picture Soundtrack),trackdone,fwdbtn,True,24.0
2024-08-12,Del Water Gap,Perfume,Del Water Gap,fwdbtn,fwdbtn,True,6.0
2024-08-12,Hozier,Would That I,"Wasteland, Baby!",fwdbtn,fwdbtn,True,6.0
2024-08-12,Royel Otis,Oysters In My Pocket,Oysters In My Pocket,fwdbtn,fwdbtn,True,18.0
2024-08-12,Tyla,Truth or Dare,TYLA,fwdbtn,fwdbtn,True,2.0
2024-08-12,Dominic Fike,misses,14 minutes,fwdbtn,fwdbtn,True,4.0
2024-08-12,Lostboycrow,Strawberry Sunscreen,Valleyheart,fwdbtn,fwdbtn,True,85.0
2024-08-12,Noah Kahan,Maine,Cape Elizabeth,fwdbtn,fwdbtn,True,4.0
2024-08-12,Devin Kennedy,Annie,In My Imagination,fwdbtn,endplay,True,2.0
2024-08-12,Wild Rivers,Never Better,Never Better,fwdbtn,fwdbtn,True,4.0
2024-08-12,James Bay,Up All Night (with The Lumineers & Noah Kahan),Up All Night,fwdbtn,fwdbtn,True,2.0
2024-08-12,Goth Babe,Weekend Friend,Weekend Friend,fwdbtn,fwdbtn,True,2.0
2024-08-12,Fly By Midnight,Try,Try,fwdbtn,fwdbtn,True,1.0
2024-08-12,Ashes To Amber,IRIS,Voodoo Blu,fwdbtn,fwdbtn,True,2.0
2024-08-12,Mark Ambor,Our Way,Our Way,fwdbtn,fwdbtn,True,6.0
2024-08-12,Wild Rivers,Hardly Ever,Never Better,fwdbtn,fwdbtn,True,8.0
2024-08-12,Knox,Treadmill,Treadmill,fwdbtn,fwdbtn,True,129.0
2024-08-12,ROLE MODEL,Look At That Woman,Kansas Anymore,fwdbtn,fwdbtn,True,6.0
2024-08-12,Goth Babe,Casita,Casita,fwdbtn,fwdbtn,True,47.0
2024-08-12,Noah Kahan,Caves,I Was / I Am,fwdbtn,fwdbtn,True,2.0
2024-08-12,Mt. Joy,Strangers,Rearrange Us,fwdbtn,fwdbtn,True,28.0
2024-08-12,Fly By Midnight,Infinitely Falling,Fictional Illustrations,fwdbtn,fwdbtn,True,205.0
2024-08-12,Wild Rivers,Dance,Never Better,fwdbtn,fwdbtn,True,18.0
2024-08-12,Knox,Change Your Mind,Change Your Mind,fwdbtn,fwdbtn,True,56.0
2024-08-12,Rainbow Kitten Surprise,All That And More (Sailboat),Seven + Mary,fwdbtn,fwdbtn,True,2.0
2024-08-12,Noah Kahan,She Calls Me Back (with Kacey Musgraves),She Calls Me Back (with Kacey Musgraves),fwdbtn,fwdbtn,True,8.0
2024-08-12,Landon Conrath,Acetone,Acetone,fwdbtn,fwdbtn,True,2.0
2024-08-12,Lostboycrow,Candy Wine,Valleyheart,fwdbtn,fwdbtn,True,2.0
2024-08-12,Yoke Lore,Beige,Goodpain,fwdbtn,fwdbtn,True,3.0
2024-08-12,Fly By Midnight,SuperFine,The Race: Lap 1/3,fwdbtn,fwdbtn,True,6.0
2024-08-12,Braden Bales,HOSTAGE,HOSTAGE,fwdbtn,fwdbtn,True,2.0
2024-08-12,Noah Kahan,Passenger,Hurt Somebody,fwdbtn,backbtn,True,1.0
2024-08-13,Braden Bales,HOSTAGE,HOSTAGE,backbtn,unexpected-exit-while-paused,False,162.0
2024-08-13,Braden Bales,HOSTAGE,HOSTAGE,appload,trackdone,False,143.0
2024-08-13,Noah Kahan,Passenger,Hurt Somebody,trackdone,trackdone,False,238.0
2024-08-13,The Band CAMINO,See Through,tryhard,trackdone,trackdone,False,181.0
2024-08-13,Lostboycrow,Valleyheart,Valleyheart,trackdone,trackdone,False,148.0
2024-08-13,Valley,There's Still A Light In The House,MAYBE,trackdone,trackdone,False,203.0
2024-08-13,Fly By Midnight,The Weather,The Weather,trackdone,trackdone,False,196.0
2024-08-13,Vacation Manor,Careless,"Girl, Say",trackdone,trackdone,False,195.0
2024-08-13,Noah Kahan,Bad Luck,I Was / I Am,trackdone,trackdone,False,192.0
2024-08-13,The Band CAMINO,See You Later,The Dark,trackdone,trackdone,False,156.0
2024-08-13,COIN,Take It Or Leave It,Take It Or Leave It,trackdone,trackdone,False,165.0
2024-08-13,RAC,Oakland,BOY,trackdone,trackdone,False,147.0
2024-08-13,Fly By Midnight,Different Lives,Different Lives,trackdone,trackdone,False,197.0
2024-08-13,Hotel Apache,Stay,I'll Explain Later,trackdone,trackdone,False,208.0
2024-08-13,Noah Kahan,Mess,Busyhead,trackdone,logout,False,11.0
2024-08-13,Mark Ambor,Someone That's Better,Someone That's Better,clickrow,endplay,True,133.0
2024-08-13,Mark Ambor,Our Way,Our Way,trackdone,endplay,True,45.0
2024-08-13,Knox,Treadmill,Treadmill,clickrow,endplay,True,31.0
2024-08-13,The Wldlfe,Wreck My Life,Wreck My Life,clickrow,trackdone,False,168.0
2024-08-13,The Wldlfe,What If You Change?,What If You Change?,trackdone,endplay,True,13.0
2024-08-13,The Wldlfe,Wreck My Life,Wreck My Life,clickrow,trackdone,False,168.0
2024-08-13,The Wldlfe,What If You Change?,What If You Change?,trackdone,backbtn,True,20.0
2024-08-13,The Wldlfe,Wreck My Life,Wreck My Life,backbtn,trackdone,False,168.0
2024-08-13,The Wldlfe,What If You Change?,What If You Change?,trackdone,backbtn,True,4.0
2024-08-13,The Wldlfe,Wreck My Life,Wreck My Life,backbtn,trackdone,False,168.0
2024-08-13,The Wldlfe,What If You Change?,What If You Change?,trackdone,trackdone,False,206.0
2024-08-13,The Wldlfe,Turtleneck,Turtleneck,trackdone,trackdone,False,209.0
2024-08-13,The Wldlfe,Wreck My Life,Wreck My Life,trackdone,trackdone,False,168.0
2024-08-13,The Wldlfe,What If You Change?,What If You Change?,trackdone,trackdone,False,206.0
2024-08-13,The Wldlfe,Turtleneck,Turtleneck,trackdone,logout,False,12.0
2024-08-15,The Wldlfe,What If You Change?,What If You Change?,backbtn,backbtn,True,1.0
2024-08-15,The Wldlfe,Wreck My Life,Wreck My Life,backbtn,trackdone,False,302.0
2024-08-15,The Wldlfe,What If You Change?,What If You Change?,trackdone,backbtn,True,1.0
2024-08-15,The Wldlfe,Wreck My Life,Wreck My Life,backbtn,trackdone,False,168.0
2024-08-15,The Wldlfe,What If You Change?,What If You Change?,trackdone,backbtn,True,2.0
2024-08-15,The Wldlfe,Wreck My Life,Wreck My Life,backbtn,trackdone,False,208.0
2024-08-15,The Wldlfe,What If You Change?,What If You Change?,trackdone,backbtn,True,5.0
2024-08-15,The Wldlfe,Wreck My Life,Wreck My Life,backbtn,trackdone,False,168.0
2024-08-15,The Wldlfe,What If You Change?,What If You Change?,trackdone,backbtn,True,6.0
2024-08-15,The Wldlfe,Wreck My Life,Wreck My Life,backbtn,trackdone,False,168.0
2024-08-15,The Wldlfe,What If You Change?,What If You Change?,trackdone,fwdbtn,True,122.0
2024-08-15,The Wldlfe,Turtleneck,Turtleneck,fwdbtn,fwdbtn,True,2.0
2024-08-15,The Wldlfe,What If You Change?,What If You Change?,fwdbtn,fwdbtn,True,1.0
2024-08-15,The Wldlfe,Turtleneck,Turtleneck,fwdbtn,fwdbtn,True,0.0
2024-08-16,Mark Ambor,Our Way,Rockwood,clickrow,endplay,True,6.0
2024-08-16,Mark Ambor,Belong Together,Rockwood,clickrow,endplay,True,2.0
2024-08-16,Mark Ambor,Good To Be,Rockwood,clickrow,endplay,True,5.0
2024-08-16,Mark Ambor,I Hope It All Works Out,Rockwood,clickrow,endplay,True,10.0
2024-08-16,Mark Ambor,Under the Willow,Rockwood,clickrow,endplay,True,9.0
2024-08-16,Mark Ambor,My Love!,Rockwood,clickrow,endplay,True,9.0
2024-08-16,Mark Ambor,Rockwood,Rockwood,clickrow,logout,False,7.0
2024-08-16,Mark Ambor,Rockwood,Rockwood,clickrow,logout,False,35.0
2024-08-16,Mark Ambor,Rockwood,Rockwood,appload,trackdone,False,26.0
2024-08-16,Mark Ambor,Good To Be,Rockwood,trackdone,fwdbtn,True,44.0
2024-08-16,Mark Ambor,Academy Street,Rockwood,fwdbtn,fwdbtn,True,15.0
2024-08-16,Mark Ambor,Belong Together,Rockwood,fwdbtn,fwdbtn,True,2.0
2024-08-16,Mark Ambor,Our Way,Rockwood,fwdbtn,fwdbtn,True,9.0
2024-08-16,Mark Ambor,Second Best,Rockwood,fwdbtn,fwdbtn,True,8.0
2024-08-16,Mark Ambor,Hate That I Still Love You,Rockwood,fwdbtn,fwdbtn,True,10.0
2024-08-16,Mark Ambor,Bruises and Stains,Rockwood,fwdbtn,fwdbtn,True,2.0
2024-08-16,Mark Ambor,I Hope It All Works Out,Rockwood,fwdbtn,backbtn,True,1.0
2024-08-16,Mark Ambor,Bruises and Stains,Rockwood,backbtn,fwdbtn,True,11.0
2024-08-16,Mark Ambor,I Hope It All Works Out,Rockwood,fwdbtn,fwdbtn,True,3.0
2024-08-16,Mark Ambor,Under the Willow,Rockwood,fwdbtn,fwdbtn,True,0.0
2024-08-16,Mark Ambor,Someone That's Better,Rockwood,fwdbtn,fwdbtn,True,4.0
2024-08-16,Mark Ambor,My Love!,Rockwood,fwdbtn,backbtn,True,2.0
2024-08-16,Mark Ambor,Under the Willow,Rockwood,backbtn,fwdbtn,True,10.0
2024-08-16,Mark Ambor,My Love!,Rockwood,fwdbtn,endplay,True,6.0
2024-08-16,Wild Rivers,Never Better,Never Better,fwdbtn,trackdone,False,172.0
2024-08-16,The 502s,"hey, honey",The 502s,trackdone,fwdbtn,True,76.0
2024-08-16,Mark Ambor,Someone That's Better,Someone That's Better,fwdbtn,fwdbtn,True,1.0
2024-08-16,Noah Kahan,Mess,Busyhead,fwdbtn,fwdbtn,True,1.0
2024-08-16,James Bay,Up All Night (with The Lumineers & Noah Kahan),Up All Night,fwdbtn,endplay,True,13.0
2024-08-16,Zedd,Lucky (feat. Remi Wolf),Lucky (feat. Remi Wolf),clickrow,endplay,True,24.0
2024-08-16,Shallou,I Just Wanted to Dance,I Just Wanted to Dance,clickrow,logout,False,63.0
2024-08-16,The Wldlfe,If I Became Friends With The Aliens,"Heaven is a place, 2024",clickrow,fwdbtn,True,81.0
2024-08-16,The Wldlfe,Simple Math,"Heaven is a place, 2024",fwdbtn,fwdbtn,True,159.0
2024-08-16,The Wldlfe,Dizzy,"Heaven is a place, 2024",fwdbtn,fwdbtn,True,101.0
2024-08-16,The Wldlfe,Sweet Tooth,"Heaven is a place, 2024",fwdbtn,fwdbtn,True,5.0
2024-08-16,The Wldlfe,Be There,"Heaven is a place, 2024",fwdbtn,fwdbtn,True,51.0
2024-08-16,The Wldlfe,Turtleneck,"Heaven is a place, 2024",fwdbtn,fwdbtn,True,3.0
2024-08-16,The Wldlfe,Wreck My Life,"Heaven is a place, 2024",fwdbtn,fwdbtn,True,3.0
2024-08-16,The Wldlfe,Write A Song About It,"Heaven is a place, 2024",fwdbtn,fwdbtn,True,48.0
2024-08-16,The Wldlfe,Real Estate,"Heaven is a place, 2024",fwdbtn,fwdbtn,True,3.0
2024-08-16,The Wldlfe,Here We Go Again,"Heaven is a place, 2024",fwdbtn,fwdbtn,True,10.0
2024-08-16,The Wldlfe,Heaven is a place,"Heaven is a place, 2024",fwdbtn,fwdbtn,True,5.0
2024-08-16,The Wldlfe,What If You Change?,"Heaven is a place, 2024",fwdbtn,fwdbtn,True,5.0
2024-08-16,The Wldlfe,Growing Up Song,"Heaven is a place, 2024",fwdbtn,endplay,True,39.0
2024-08-16,Mark Ambor,Under the Willow,Rockwood,playbtn,trackdone,False,86.0
2024-08-16,Mark Ambor,Bruises and Stains,Rockwood,trackdone,trackdone,False,203.0
2024-08-16,Mark Ambor,I Hope It All Works Out,Rockwood,trackdone,trackdone,False,167.0
2024-08-16,Mark Ambor,Belong Together,Rockwood,trackdone,trackdone,False,148.0
2024-08-16,Mark Ambor,My Love!,Rockwood,trackdone,trackdone,False,214.0
2024-08-16,Mark Ambor,Academy Street,Rockwood,trackdone,trackdone,False,171.0
2024-08-16,Mark Ambor,Rockwood,Rockwood,trackdone,trackdone,False,61.0
2024-08-16,Mark Ambor,Good To Be,Rockwood,trackdone,trackdone,False,147.0
2024-08-16,Mark Ambor,Hate That I Still Love You,Rockwood,trackdone,trackdone,False,195.0
2024-08-16,Mark Ambor,Our Way,Rockwood,trackdone,endplay,True,2.0
2024-08-16,Post Malone,M-E-X-I-C-O (Feat. Billy Strings),F-1 Trillion,clickrow,endplay,True,35.0
2024-08-16,Post Malone,Yours,F-1 Trillion,clickrow,endplay,True,44.0
2024-08-16,Post Malone,Hide My Gun (Feat. HARDY),F-1 Trillion,clickrow,endplay,True,6.0
2024-08-16,Post Malone,Missin’ You Like This (Feat. Luke Combs),F-1 Trillion,clickrow,endplay,True,8.0
2024-08-16,Post Malone,Goes Without Saying (Feat. Brad Paisley),F-1 Trillion,clickrow,logout,False,30.0
2024-08-16,Post Malone,Goes Without Saying (Feat. Brad Paisley),F-1 Trillion,appload,fwdbtn,True,194.0
2024-08-16,Post Malone,Guy For That (Feat. Luke Combs),F-1 Trillion,fwdbtn,fwdbtn,True,140.0
2024-08-16,Post Malone,Nosedive (Feat. Lainey Wilson),F-1 Trillion,fwdbtn,fwdbtn,True,160.0
2024-08-16,Post Malone,Losers (Feat. Jelly Roll),F-1 Trillion,fwdbtn,fwdbtn,True,356.0
2024-08-17,Post Malone,Devil I've Been (Feat. ERNEST),F-1 Trillion,fwdbtn,fwdbtn,True,99.0
2024-08-17,Post Malone,Never Love You Again (Feat. Sierra Ferrell),F-1 Trillion,fwdbtn,fwdbtn,True,10.0
2024-08-17,Post Malone,Missin’ You Like This (Feat. Luke Combs),F-1 Trillion,fwdbtn,fwdbtn,True,6.0
2024-08-17,Post Malone,California Sober (Feat. Chris Stapleton),F-1 Trillion,fwdbtn,fwdbtn,True,4.0
2024-08-17,Post Malone,Hide My Gun (Feat. HARDY),F-1 Trillion,fwdbtn,backbtn,True,80.0
2024-08-17,Post Malone,California Sober (Feat. Chris Stapleton),F-1 Trillion,backbtn,backbtn,True,1.0
2024-08-17,Post Malone,Missin’ You Like This (Feat. Luke Combs),F-1 Trillion,backbtn,backbtn,True,17.0
2024-08-17,Post Malone,Never Love You Again (Feat. Sierra Ferrell),F-1 Trillion,backbtn,backbtn,True,2.0
2024-08-17,Post Malone,Devil I've Been (Feat. ERNEST),F-1 Trillion,backbtn,backbtn,True,1.0
2024-08-17,Post Malone,Losers (Feat. Jelly Roll),F-1 Trillion,backbtn,trackdone,False,404.0
2024-08-17,Post Malone,Devil I've Been (Feat. ERNEST),F-1 Trillion,trackdone,fwdbtn,True,71.0
2024-08-17,Post Malone,Never Love You Again (Feat. Sierra Ferrell),F-1 Trillion,fwdbtn,fwdbtn,True,2.0
2024-08-17,Post Malone,Missin’ You Like This (Feat. Luke Combs),F-1 Trillion,fwdbtn,fwdbtn,True,2.0
2024-08-17,Post Malone,California Sober (Feat. Chris Stapleton),F-1 Trillion,fwdbtn,fwdbtn,True,7.0
2024-08-17,Post Malone,Hide My Gun (Feat. HARDY),F-1 Trillion,fwdbtn,fwdbtn,True,2.0
2024-08-17,Post Malone,Right About You,F-1 Trillion,fwdbtn,fwdbtn,True,324.0
2024-08-17,Post Malone,M-E-X-I-C-O (Feat. Billy Strings),F-1 Trillion,fwdbtn,fwdbtn,True,7.0
2024-08-17,Post Malone,Yours,F-1 Trillion,fwdbtn,endplay,True,3.0
2024-08-17,Noah Kahan,Dial Drunk (with Post Malone),Dial Drunk (with Post Malone),fwdbtn,fwdbtn,True,5.0
2024-08-17,OddKidOut,HOLLYWOOD HEARTBREAK,HOLLYWOOD HEARTBREAK,fwdbtn,backbtn,True,3.0
2024-08-17,Noah Kahan,Dial Drunk (with Post Malone),Dial Drunk (with Post Malone),backbtn,backbtn,True,1.0
2024-08-17,Post Malone,Yours,F-1 Trillion,backbtn,backbtn,True,1.0
2024-08-17,Post Malone,M-E-X-I-C-O (Feat. Billy Strings),F-1 Trillion,backbtn,backbtn,True,1.0
2024-08-17,Post Malone,Right About You,F-1 Trillion,backbtn,backbtn,True,1.0
2024-08-17,Post Malone,Hide My Gun (Feat. HARDY),F-1 Trillion,backbtn,backbtn,True,1.0
2024-08-17,Post Malone,California Sober (Feat. Chris Stapleton),F-1 Trillion,backbtn,backbtn,True,3.0
2024-08-17,Post Malone,Missin’ You Like This (Feat. Luke Combs),F-1 Trillion,backbtn,backbtn,True,3.0
2024-08-17,Post Malone,Never Love You Again (Feat. Sierra Ferrell),F-1 Trillion,backbtn,backbtn,True,5.0
2024-08-17,Post Malone,Devil I've Been (Feat. ERNEST),F-1 Trillion,backbtn,backbtn,True,3.0
2024-08-17,Post Malone,Losers (Feat. Jelly Roll),F-1 Trillion,backbtn,trackdone,False,209.0
2024-08-17,Post Malone,Devil I've Been (Feat. ERNEST),F-1 Trillion,trackdone,logout,False,64.0
2024-08-17,Post Malone,Devil I've Been (Feat. ERNEST),F-1 Trillion,trackdone,logout,False,64.0
2024-08-20,Post Malone,Wrong Ones (Feat. Tim McGraw),F-1 Trillion: Long Bed,appload,trackdone,False,196.0
2024-08-20,Post Malone,Finer Things (Feat. Hank Williams Jr.),F-1 Trillion: Long Bed,trackdone,endplay,True,48.0
2024-08-20,Post Malone,Have The Heart (Feat. Dolly Parton),F-1 Trillion: Long Bed,clickrow,fwdbtn,True,3.0
2024-08-20,Post Malone,What Don't Belong To Me,F-1 Trillion: Long Bed,fwdbtn,fwdbtn,True,86.0
2024-08-20,Post Malone,Goes Without Saying (Feat. Brad Paisley),F-1 Trillion: Long Bed,fwdbtn,fwdbtn,True,1.0
2024-08-20,Post Malone,Guy For That (Feat. Luke Combs),F-1 Trillion: Long Bed,fwdbtn,fwdbtn,True,1.0
2024-08-20,Post Malone,Nosedive (Feat. Lainey Wilson),F-1 Trillion: Long Bed,fwdbtn,fwdbtn,True,1.0
2024-08-20,Post Malone,Losers (Feat. Jelly Roll),F-1 Trillion: Long Bed,fwdbtn,trackdone,False,541.0
2024-08-20,Post Malone,Devil I've Been (Feat. ERNEST),F-1 Trillion: Long Bed,trackdone,trackdone,False,183.0
2024-08-20,Post Malone,Never Love You Again (Feat. Sierra Ferrell),F-1 Trillion: Long Bed,trackdone,trackdone,False,187.0
2024-08-20,Post Malone,Missin’ You Like This (Feat. Luke Combs),F-1 Trillion: Long Bed,trackdone,fwdbtn,True,158.0
2024-08-20,Post Malone,California Sober (Feat. Chris Stapleton),F-1 Trillion: Long Bed,fwdbtn,fwdbtn,True,7.0
